Unnamed: 0,Trait,Condition,IoU
448,Pancreatic_Cancer,Osteoporosis,0.1523482245131729
449,Osteoporosis,Age,0.1523482245131729
450,Osteoporosis,Pancreatic_Cancer,0.1523482245131729
451,Crohns_Disease,Glucocorticoid_Sensitivity,0.1522157996146435
452,Glucocorticoid_Sensitivity,Multiple_sclerosis,0.1522157996146435
453,Multiple_sclerosis,Glucocorticoid_Sensitivity,0.1522157996146435
454,Glucocorticoid_Sensitivity,Crohns_Disease,0.1522157996146435
455,Prostate_Cancer,Cardiovascular_Disease,0.1521961184882533
456,Cardiovascular_Disease,Prostate_Cancer,0.1521961184882533
457,Endometriosis,Endometrioid_Cancer,0.1521739130434782
458,Endometrioid_Cancer,Endometriosis,0.1521739130434782
459,Obesity,COVID-19,0.1518324607329843
460,COVID-19,Obesity,0.1518324607329843
461,Obsessive-Compulsive_Disorder,Anxiety_disorder,0.1515151515151515
462,Crohns_Disease,Prostate_Cancer,0.1515151515151515
463,Anxiety_disorder,Obsessive-Compulsive_Disorder,0.1515151515151515
464,Anxiety_disorder,Anorexia_Nervosa,0.1515151515151515
465,Anorexia_Nervosa,Anxiety_disorder,0.1515151515151515
466,Prostate_Cancer,Crohns_Disease,0.1515151515151515
467,Susceptibility_to_Infections,Obesity,0.1509433962264151
468,Obesity,Susceptibility_to_Infections,0.1509433962264151
469,Prostate_Cancer,COVID-19,0.1506276150627615
470,COVID-19,Prostate_Cancer,0.1506276150627615
471,Crohns_Disease,Endometriosis,0.1505728314238952
472,Endometriosis,Crohns_Disease,0.1505728314238952
473,Thyroid_Cancer,Vitamin_D_Levels,0.1504702194357366
474,Esophageal_Cancer,Longevity_and_Aging,0.1503267973856209
475,Obstructive_sleep_apnea,Longevity_and_Aging,0.1503267973856209
476,Bladder_Cancer,Longevity_and_Aging,0.1503267973856209
477,Glucocorticoid_Sensitivity,Liver_Cancer,0.15
478,Osteoporosis,Glucocorticoid_Sensitivity,0.15
479,Glucocorticoid_Sensitivity,Osteoporosis,0.15
480,Liver_Cancer,Glucocorticoid_Sensitivity,0.15
481,Peptic_ulcer_disease,Gender,0.15
482,Psoriatic_Arthritis,Crohns_Disease,0.1495327102803738
483,Crohns_Disease,Psoriatic_Arthritis,0.1495327102803738
484,Atherosclerosis,Sjögrens_Syndrome,0.1491053677932405
485,Sjögrens_Syndrome,Atherosclerosis,0.1491053677932405
486,Head_and_Neck_Cancer,Age,0.1478873239436619
487,Esophageal_Cancer,Glucocorticoid_Sensitivity,0.1477927063339731
488,Glucocorticoid_Sensitivity,Esophageal_Cancer,0.1477927063339731
489,Hepatitis,Colon_and_Rectal_Cancer,0.1476997578692493
490,Colon_and_Rectal_Cancer,Hepatitis,0.1476997578692493
491,Obstructive_sleep_apnea,Prostate_Cancer,0.1476323119777158
492,Prostate_Cancer,Obstructive_sleep_apnea,0.1476323119777158
493,Obstructive_sleep_apnea,Bladder_Cancer,0.1476323119777158
494,Bladder_Cancer,Obstructive_sleep_apnea,0.1476323119777158
495,Chronic_obstructive_pulmonary_disease_(COPD),Glucocorticoid_Sensitivity,0.1475409836065573
496,Chronic_obstructive_pulmonary_disease_(COPD),Head_and_Neck_Cancer,0.1475409836065573
497,Glucocorticoid_Sensitivity,Chronic_obstructive_pulmonary_disease_(COPD),0.1475409836065573
498,Head_and_Neck_Cancer,Chronic_obstructive_pulmonary_disease_(COPD),0.1475409836065573
499,Bladder_Cancer,COVID-19,0.1470281543274244
500,COVID-19,Bladder_Cancer,0.1470281543274244
501,Liver_Cancer,Vitamin_D_Levels,0.146875
502,Sjögrens_Syndrome,Endometriosis,0.1468253968253968
503,Endometriosis,Sjögrens_Syndrome,0.1468253968253968
504,Esophageal_Cancer,Age,0.1467089611419508
505,Cardiovascular_Disease,Bladder_Cancer,0.1463414634146341
506,Bladder_Cancer,Cardiovascular_Disease,0.1463414634146341
507,Cardiovascular_Disease,Susceptibility_to_Infections,0.1463087248322147
508,Susceptibility_to_Infections,Cardiovascular_Disease,0.1463087248322147
509,Crohns_Disease,Obesity,0.1458842705786471
510,Obesity,Crohns_Disease,0.1458842705786471
511,Osteoporosis,Gender,0.1457858769931662
512,Anorexia_Nervosa,Bone_Density,0.145631067961165
513,Susceptibility_to_Infections,Vitamin_D_Levels,0.1450858034321372
514,Colon_and_Rectal_Cancer,Gender,0.144927536231884
515,Chronic_obstructive_pulmonary_disease_(COPD),Kidney_Papillary_Cell_Carcinoma,0.1448598130841121
516,Kidney_Papillary_Cell_Carcinoma,Chronic_obstructive_pulmonary_disease_(COPD),0.1448598130841121
517,Obesity,Pancreatic_Cancer,0.1447613969608104
518,Pancreatic_Cancer,Obesity,0.1447613969608104
519,Crohns_Disease,Celiac_Disease,0.1446540880503144
520,Celiac_Disease,Crohns_Disease,0.1446540880503144
521,Crohns_Disease,Sjögrens_Syndrome,0.1445544554455445
522,Sjögrens_Syndrome,Crohns_Disease,0.1445544554455445
523,Obstructive_sleep_apnea,Osteoporosis,0.1444444444444444
524,Osteoporosis,Obstructive_sleep_apnea,0.1444444444444444
525,Ankylosing_Spondylitis,Hypertension,0.1443478260869565
526,Hypertension,Ankylosing_Spondylitis,0.1443478260869565
527,Thyroid_Cancer,Gender,0.1442687747035573
528,Alopecia,Psoriatic_Arthritis,0.1441860465116279
529,Psoriatic_Arthritis,Alopecia,0.1441860465116279
530,Atherosclerosis,Esophageal_Cancer,0.1439873417721519
531,Esophageal_Cancer,Atherosclerosis,0.1439873417721519
532,Hypertension,Head_and_Neck_Cancer,0.143859649122807
533,Head_and_Neck_Cancer,Hypertension,0.143859649122807
534,COVID-19,Vitamin_D_Levels,0.1433021806853582
535,Kidney_Papillary_Cell_Carcinoma,Vitamin_D_Levels,0.1433021806853582
536,Chronic_obstructive_pulmonary_disease_(COPD),Longevity_and_Aging,0.1428571428571428
537,Autoinflammatory_Disorders,Psoriatic_Arthritis,0.1428571428571428
538,Anorexia_Nervosa,Underweight,0.1428571428571428
539,Underweight,Anorexia_Nervosa,0.1428571428571428
540,Bipolar_disorder,Longevity_and_Aging,0.1428571428571428
541,Psoriatic_Arthritis,Autoinflammatory_Disorders,0.1428571428571428
542,Obesity,Kidney_Papillary_Cell_Carcinoma,0.1424460431654676
543,Kidney_Papillary_Cell_Carcinoma,Obesity,0.1424460431654676
544,Celiac_Disease,Multiple_sclerosis,0.1422594142259414
545,Multiple_sclerosis,Celiac_Disease,0.1422594142259414
546,Inflammatory_Disorders,Thyroid_Cancer,0.1421772754312909
547,Thyroid_Cancer,Inflammatory_Disorders,0.1421772754312909
548,Hepatitis,Osteoporosis,0.1418842224744608
549,Osteoporosis,Hepatitis,0.1418842224744608
550,Bladder_Cancer,Obesity,0.1414408460013218
551,Obesity,Bladder_Cancer,0.1414408460013218
552,Obstructive_sleep_apnea,Age,0.1412742382271468
553,Breast_Cancer,Obstructive_sleep_apnea,0.1412742382271468
554,Lung_Cancer,Obstructive_sleep_apnea,0.1412742382271468
555,Obstructive_sleep_apnea,Breast_Cancer,0.1412742382271468
556,Obstructive_sleep_apnea,Lung_Cancer,0.1412742382271468
557,Obstructive_sleep_apnea,LDL_Cholesterol_Levels,0.1412429378531073
558,Osteoporosis,Obesity,0.1405895691609977
559,Obesity,Osteoporosis,0.1405895691609977
560,Ankylosing_Spondylitis,Osteoporosis,0.1403812824956672
561,Osteoporosis,Ankylosing_Spondylitis,0.1403812824956672
562,Susceptibility_to_Infections,Thyroid_Cancer,0.1401869158878504
563,Thyroid_Cancer,Susceptibility_to_Infections,0.1401869158878504
564,Celiac_Disease,Susceptibility_to_Infections,0.1398747390396659
565,Susceptibility_to_Infections,Celiac_Disease,0.1398747390396659
566,Head_and_Neck_Cancer,Gender,0.1398601398601398
567,Epilepsy,Chronic_obstructive_pulmonary_disease_(COPD),0.1395348837209302
568,Chronic_obstructive_pulmonary_disease_(COPD),Epilepsy,0.1395348837209302
569,Susceptibility_to_Infections,Psoriatic_Arthritis,0.1388888888888889
570,Psoriatic_Arthritis,Susceptibility_to_Infections,0.1388888888888889
571,Esophageal_Cancer,Hypertension,0.1385826771653543
572,Hypertension,Esophageal_Cancer,0.1385826771653543
573,Inflammatory_Disorders,Alopecia,0.1381215469613259
574,Pancreatic_Cancer,Obstructive_sleep_apnea,0.1381215469613259
575,Multiple_sclerosis,Alopecia,0.1381215469613259
576,Alopecia,Hepatitis,0.1381215469613259
577,Alopecia,Multiple_sclerosis,0.1381215469613259
578,Endometriosis,Alopecia,0.1381215469613259
579,Alopecia,Inflammatory_Disorders,0.1381215469613259
580,Alopecia,Endometriosis,0.1381215469613259
581,Obstructive_sleep_apnea,Pancreatic_Cancer,0.1381215469613259
582,Hepatitis,Alopecia,0.1381215469613259
583,Susceptibility_to_Infections,Alopecia,0.1381215469613259
584,Alopecia,Susceptibility_to_Infections,0.1381215469613259
585,Crohns_Disease,Vitamin_D_Levels,0.137984496124031
586,Head_and_Neck_Cancer,Atherosclerosis,0.137870855148342
587,Atherosclerosis,Head_and_Neck_Cancer,0.137870855148342
588,Chronic_obstructive_pulmonary_disease_(COPD),Esophageal_Cancer,0.1368909512761021
589,Esophageal_Cancer,Chronic_obstructive_pulmonary_disease_(COPD),0.1368909512761021
590,Crohns_Disease,Hypertension,0.1366208569118835
591,Hypertension,Crohns_Disease,0.1366208569118835
593,Sjögrens_Syndrome,Peptic_ulcer_disease,0.1358024691358024
594,Endometriosis,Peptic_ulcer_disease,0.1358024691358024
595,Peptic_ulcer_disease,Psoriatic_Arthritis,0.1358024691358024
596,Peptic_ulcer_disease,Inflammatory_Disorders,0.1358024691358024
597,Inflammatory_Disorders,Peptic_ulcer_disease,0.1358024691358024
598,Psoriatic_Arthritis,Peptic_ulcer_disease,0.1358024691358024
599,Peptic_ulcer_disease,Sjögrens_Syndrome,0.1358024691358024
600,Peptic_ulcer_disease,Endometriosis,0.1358024691358024
601,Ankylosing_Spondylitis,Sjögrens_Syndrome,0.1355599214145383
602,Sjögrens_Syndrome,Ankylosing_Spondylitis,0.1355599214145383
603,Thyroid_Cancer,COVID-19,0.1351909184726522
604,COVID-19,Thyroid_Cancer,0.1351909184726522
605,Celiac_Disease,Sjögrens_Syndrome,0.1351351351351351
606,Sjögrens_Syndrome,Celiac_Disease,0.1351351351351351
607,Sjögrens_Syndrome,Obstructive_sleep_apnea,0.1349862258953168
608,Susceptibility_to_Infections,Obstructive_sleep_apnea,0.1349862258953168
609,Obstructive_sleep_apnea,Susceptibility_to_Infections,0.1349862258953168
610,Obstructive_sleep_apnea,Sjögrens_Syndrome,0.1349862258953168
611,Breast_Cancer,Ankylosing_Spondylitis,0.1344827586206896
612,Pancreatic_Cancer,Ankylosing_Spondylitis,0.1344827586206896
613,Ankylosing_Spondylitis,Breast_Cancer,0.1344827586206896
614,Ankylosing_Spondylitis,Bladder_Cancer,0.1344827586206896
615,Bladder_Cancer,Ankylosing_Spondylitis,0.1344827586206896
616,Ankylosing_Spondylitis,Pancreatic_Cancer,0.1344827586206896
617,Osteoporosis,Multiple_sclerosis,0.1341600901916572
618,Multiple_sclerosis,Osteoporosis,0.1341600901916572
619,Inflammatory_Disorders,Esophageal_Cancer,0.1341176470588235
620,Esophageal_Cancer,Inflammatory_Disorders,0.1341176470588235
621,Colon_and_Rectal_Cancer,Age,0.1339712918660287
622,COVID-19,Head_and_Neck_Cancer,0.1339130434782608
623,Head_and_Neck_Cancer,COVID-19,0.1339130434782608
624,Epilepsy,Age,0.1337837837837837
625,Psoriatic_Arthritis,Celiac_Disease,0.1336405529953917
626,Celiac_Disease,Psoriatic_Arthritis,0.1336405529953917
627,Kidney_Papillary_Cell_Carcinoma,Gender,0.1330724070450097
628,Ankylosing_Spondylitis,Cardiovascular_Disease,0.1325301204819277
629,Cardiovascular_Disease,Ankylosing_Spondylitis,0.1325301204819277
630,Alopecia,Crohns_Disease,0.1318681318681318
631,Crohns_Disease,Alopecia,0.1318681318681318
632,Thyroid_Cancer,Obstructive_sleep_apnea,0.1318681318681318
633,Obstructive_sleep_apnea,Thyroid_Cancer,0.1318681318681318
634,Kidney_Papillary_Cell_Carcinoma,Multiple_sclerosis,0.1318602993585174
635,Multiple_sclerosis,Kidney_Papillary_Cell_Carcinoma,0.1318602993585174
636,Chronic_obstructive_pulmonary_disease_(COPD),Liver_Cancer,0.1316397228637413
637,Liver_Cancer,Chronic_obstructive_pulmonary_disease_(COPD),0.1316397228637413
638,Sickle_Cell_Anemia,Obstructive_sleep_apnea,0.1314285714285714
639,Obstructive_sleep_apnea,Sickle_Cell_Anemia,0.1314285714285714
640,Inflammatory_Disorders,Colon_and_Rectal_Cancer,0.1312649164677804
641,Colon_and_Rectal_Cancer,Inflammatory_Disorders,0.1312649164677804
642,Kidney_Papillary_Cell_Carcinoma,Susceptibility_to_Infections,0.1311258278145695
643,Susceptibility_to_Infections,Kidney_Papillary_Cell_Carcinoma,0.1311258278145695
644,Esophageal_Cancer,Ankylosing_Spondylitis,0.1305841924398625
645,Ankylosing_Spondylitis,Esophageal_Cancer,0.1305841924398625
646,COVID-19,Glucocorticoid_Sensitivity,0.1304347826086956
647,Glucocorticoid_Sensitivity,COVID-19,0.1304347826086956
648,Osteoporosis,Thyroid_Cancer,0.1303370786516854
649,Thyroid_Cancer,Osteoporosis,0.1303370786516854
650,Crohns_Disease,Cardiovascular_Disease,0.1302605210420841
651,Cardiovascular_Disease,Crohns_Disease,0.1302605210420841
652,Crohns_Disease,Gender,0.1297560975609756
653,Obesity,Thyroid_Cancer,0.1294117647058823
654,Thyroid_Cancer,Obesity,0.1294117647058823
655,Osteoporosis,Cardiovascular_Disease,0.1290684624017957
656,Cardiovascular_Disease,Osteoporosis,0.1290684624017957
657,Obstructive_sleep_apnea,Glucocorticoid_Sensitivity,0.1287671232876712
658,Glucocorticoid_Sensitivity,Obstructive_sleep_apnea,0.1287671232876712
659,Hypertension,Thyroid_Cancer,0.128747795414462
660,Thyroid_Cancer,Hypertension,0.128747795414462
661,Psoriatic_Arthritis,Chronic_obstructive_pulmonary_disease_(COPD),0.128440366972477
662,Psoriatic_Arthritis,Inflammatory_Disorders,0.128440366972477
663,Inflammatory_Disorders,Psoriatic_Arthritis,0.128440366972477
664,Chronic_obstructive_pulmonary_disease_(COPD),Psoriatic_Arthritis,0.128440366972477
665,Crohns_Disease,Longevity_and_Aging,0.1282051282051282
666,Breast_Cancer,Longevity_and_Aging,0.1282051282051282
667,Inflammatory_Disorders,Epilepsy,0.1276881720430107
668,Epilepsy,Inflammatory_Disorders,0.1276881720430107
669,Obesity,Anorexia_Nervosa,0.1276595744680851
670,Anorexia_Nervosa,Obesity,0.1276595744680851
671,Esophageal_Cancer,Vitamin_D_Levels,0.1274961597542242
672,Sjögrens_Syndrome,Pancreatic_Cancer,0.1267056530214425
673,Pancreatic_Cancer,Sjögrens_Syndrome,0.1267056530214425
674,Crohns_Disease,Obstructive_sleep_apnea,0.1256830601092896
675,Obstructive_sleep_apnea,Crohns_Disease,0.1256830601092896
676,Liver_Cancer,Multiple_sclerosis,0.1247803163444639
677,Multiple_sclerosis,Liver_Cancer,0.1247803163444639
678,Hepatitis,Celiac_Disease,0.1234567901234567
679,Celiac_Disease,Hepatitis,0.1234567901234567
680,Psoriatic_Arthritis,Hepatitis,0.1232876712328767
681,Hepatitis,Psoriatic_Arthritis,0.1232876712328767
682,Osteoporosis,Psoriatic_Arthritis,0.1232876712328767
683,Psoriatic_Arthritis,Osteoporosis,0.1232876712328767
684,Kidney_Papillary_Cell_Carcinoma,Crohns_Disease,0.1230031948881789
685,Crohns_Disease,Kidney_Papillary_Cell_Carcinoma,0.1230031948881789
686,Crohns_Disease,Thyroid_Cancer,0.1230031948881789
687,Thyroid_Cancer,Crohns_Disease,0.1230031948881789
688,Liver_Cancer,Obesity,0.1228070175438596
689,Obesity,Liver_Cancer,0.1228070175438596
690,Liver_Cancer,Susceptibility_to_Infections,0.1222076215505913
691,Susceptibility_to_Infections,Liver_Cancer,0.1222076215505913
692,Crohns_Disease,Head_and_Neck_Cancer,0.1222030981067125
693,Head_and_Neck_Cancer,Crohns_Disease,0.1222030981067125
694,Head_and_Neck_Cancer,Obesity,0.1222030981067125
695,Obesity,Head_and_Neck_Cancer,0.1222030981067125
696,Susceptibility_to_Infections,Peptic_ulcer_disease,0.1219512195121951
697,Peptic_ulcer_disease,Cardiovascular_Disease,0.1219512195121951
698,Obstructive_sleep_apnea,Peptic_ulcer_disease,0.1219512195121951
699,Atherosclerosis,Peptic_ulcer_disease,0.1219512195121951
700,Peptic_ulcer_disease,Atherosclerosis,0.1219512195121951
701,Peptic_ulcer_disease,Ankylosing_Spondylitis,0.1219512195121951
702,Peptic_ulcer_disease,Osteoporosis,0.1219512195121951
703,Peptic_ulcer_disease,Susceptibility_to_Infections,0.1219512195121951
704,Ankylosing_Spondylitis,Peptic_ulcer_disease,0.1219512195121951
705,Osteoporosis,Peptic_ulcer_disease,0.1219512195121951
706,Peptic_ulcer_disease,Obstructive_sleep_apnea,0.1219512195121951
707,Cardiovascular_Disease,Peptic_ulcer_disease,0.1219512195121951
708,Ankylosing_Spondylitis,Longevity_and_Aging,0.1210191082802547
709,Ankylosing_Spondylitis,Lung_Cancer,0.120954003407155
710,Lung_Cancer,Ankylosing_Spondylitis,0.120954003407155
711,Stomach_Cancer,Endometriosis,0.1206896551724138
712,Endometriosis,Stomach_Cancer,0.1206896551724138
713,Colon_and_Rectal_Cancer,Hypertension,0.1205673758865248
714,Hypertension,Colon_and_Rectal_Cancer,0.1205673758865248
715,Endometrioid_Cancer,Age,0.120507399577167
716,Head_and_Neck_Cancer,Osteoporosis,0.120274914089347
717,Head_and_Neck_Cancer,Vitamin_D_Levels,0.120274914089347
718,Osteoporosis,Head_and_Neck_Cancer,0.120274914089347
719,Autoinflammatory_Disorders,Multiple_sclerosis,0.12
720,Autoinflammatory_Disorders,Ankylosing_Spondylitis,0.12
721,Endometriosis,Autoinflammatory_Disorders,0.12
722,Autoinflammatory_Disorders,Endometriosis,0.12
723,Multiple_sclerosis,Autoinflammatory_Disorders,0.12
724,Ankylosing_Spondylitis,Autoinflammatory_Disorders,0.12
725,Ankylosing_Spondylitis,Alopecia,0.1195652173913043
726,Alopecia,Ankylosing_Spondylitis,0.1195652173913043
727,Ankylosing_Spondylitis,Vitamin_D_Levels,0.119047619047619
728,Esophageal_Cancer,Osteoporosis,0.1190211345939933
729,Osteoporosis,Esophageal_Cancer,0.1190211345939933
730,Celiac_Disease,Ankylosing_Spondylitis,0.1188524590163934
731,Celiac_Disease,COVID-19,0.1188524590163934
732,Ankylosing_Spondylitis,Celiac_Disease,0.1188524590163934
733,COVID-19,Celiac_Disease,0.1188524590163934
734,Epilepsy,Gender,0.1188405797101449
735,Anorexia_Nervosa,Obsessive-Compulsive_Disorder,0.1181102362204724
736,Obsessive-Compulsive_Disorder,Anorexia_Nervosa,0.1181102362204724
737,Osteoporosis,Colon_and_Rectal_Cancer,0.1179245283018868
738,Colon_and_Rectal_Cancer,Osteoporosis,0.1179245283018868
739,Epilepsy,Hypertension,0.1179213857428381
740,Hypertension,Epilepsy,0.1179213857428381
741,Susceptibility_to_Infections,Glucocorticoid_Sensitivity,0.1177570093457943
742,Glucocorticoid_Sensitivity,Susceptibility_to_Infections,0.1177570093457943
743,Obstructive_sleep_apnea,Anxiety_disorder,0.1176470588235294
744,Autism_spectrum_disorder_(ASD),Anxiety_disorder,0.1176470588235294
745,Anxiety_disorder,Autism_spectrum_disorder_(ASD),0.1176470588235294
746,Anxiety_disorder,Obstructive_sleep_apnea,0.1176470588235294
747,Osteoporosis,Crohns_Disease,0.1165371809100998
748,Crohns_Disease,Osteoporosis,0.1165371809100998
750,Obstructive_sleep_apnea,Liver_Cancer,0.1165311653116531
751,Liver_Cancer,Obstructive_sleep_apnea,0.1165311653116531
752,Head_and_Neck_Cancer,Multiple_sclerosis,0.1164383561643835
753,Multiple_sclerosis,Head_and_Neck_Cancer,0.1164383561643835
754,Esophageal_Cancer,Susceptibility_to_Infections,0.1163398692810457
755,Susceptibility_to_Infections,Esophageal_Cancer,0.1163398692810457
756,Thyroid_Cancer,Sjögrens_Syndrome,0.1158301158301158
757,Sjögrens_Syndrome,Hypertension,0.1158301158301158
758,Sjögrens_Syndrome,Thyroid_Cancer,0.1158301158301158
759,Hypertension,Sjögrens_Syndrome,0.1158301158301158
760,Obesity,Epilepsy,0.1156914893617021
761,Epilepsy,Obesity,0.1156914893617021
762,COVID-19,Kidney_Papillary_Cell_Carcinoma,0.1156186612576064
763,Kidney_Papillary_Cell_Carcinoma,COVID-19,0.1156186612576064
764,Colon_and_Rectal_Cancer,Glucocorticoid_Sensitivity,0.1152941176470588
765,Glucocorticoid_Sensitivity,Colon_and_Rectal_Cancer,0.1152941176470588
766,Ankylosing_Spondylitis,Prostate_Cancer,0.1152542372881356
767,Prostate_Cancer,Ankylosing_Spondylitis,0.1152542372881356
768,Multiple_sclerosis,Thyroid_Cancer,0.114335461404527
769,Thyroid_Cancer,Multiple_sclerosis,0.114335461404527
770,Endometriosis,Celiac_Disease,0.1142857142857142
771,Celiac_Disease,Endometriosis,0.1142857142857142
772,Colon_and_Rectal_Cancer,Longevity_and_Aging,0.1139240506329113
773,Celiac_Disease,Longevity_and_Aging,0.1139240506329113
774,Sjögrens_Syndrome,Vitamin_D_Levels,0.1136801541425818
775,Sjögrens_Syndrome,Breast_Cancer,0.1136801541425818
776,Breast_Cancer,Sjögrens_Syndrome,0.1136801541425818
777,Alopecia,Bladder_Cancer,0.1135135135135135
778,Obstructive_sleep_apnea,Kidney_Papillary_Cell_Carcinoma,0.1135135135135135
779,Kidney_Papillary_Cell_Carcinoma,Obstructive_sleep_apnea,0.1135135135135135
780,Bladder_Cancer,Alopecia,0.1135135135135135
782,Thyroid_Cancer,Ankylosing_Spondylitis,0.1133671742808798
783,Ankylosing_Spondylitis,Thyroid_Cancer,0.1133671742808798
784,Psoriatic_Arthritis,Multiple_sclerosis,0.1131221719457013
785,Psoriatic_Arthritis,Obstructive_sleep_apnea,0.1131221719457013
796,Celiac_Disease,Gender,0.1120162932790224
802,Ankylosing_Spondylitis,Obesity,0.1114864864864864
809,Congenital_Adrenal_Hyperplasia,Hypertension,0.1111111111111111
829,Esophageal_Cancer,Gender,0.1091954022988505
837,Peptic_ulcer_disease,Obesity,0.108433734939759
839,Peptic_ulcer_disease,Hypertension,0.108433734939759
855,Esophageal_Cancer,Obesity,0.1080459770114942
862,Colon_and_Rectal_Cancer,Obesity,0.1074766355140186
871,Stomach_Cancer,Gender,0.1063829787234042
884,Sjögrens_Syndrome,Age,0.1051625239005736
889,Autism_spectrum_disorder_(ASD),Gender,0.1042944785276073
895,Anorexia_Nervosa,Hypertension,0.1041666666666666
897,Anorexia_Nervosa,Gender,0.1041666666666666
920,Sjögrens_Syndrome,Obesity,0.1030534351145038
927,Liver_Cancer,Gender,0.1018078020932445
939,Inflammatory_Disorders,Bipolar_disorder,0.1015736766809728
944,Epilepsy,Bipolar_disorder,0.1
959,Amyotrophic_Lateral_Sclerosis,Age,0.0994871794871794
960,Glucocorticoid_Sensitivity,Bipolar_disorder,0.0992647058823529
969,Alopecia,Obesity,0.0986666666666666
977,Psoriatic_Arthritis,Gender,0.0982142857142857
993,Endometrioid_Cancer,Gender,0.0973084886128364
996,Stomach_Cancer,Age,0.0970464135021097
1001,Obstructive_sleep_apnea,Bipolar_disorder,0.0957446808510638
1002,Alopecia,Hypertension,0.0957446808510638
1031,Sickle_Cell_Anemia,Obesity,0.0939226519337016
1048,Obsessive-Compulsive_Disorder,Gender,0.0923076923076923
1055,Celiac_Disease,Obesity,0.092
1056,Celiac_Disease,Hypertension,0.092
1062,Bipolar_disorder,Obesity,0.0914245216158752
1063,Obesity,Bipolar_disorder,0.0914245216158752
1068,Endometrioid_Cancer,Hypertension,0.0905349794238683
1074,Multiple_sclerosis,Bipolar_disorder,0.0898796886058032
1081,Chronic_obstructive_pulmonary_disease_(COPD),Bipolar_disorder,0.0888888888888888
1084,Breast_Cancer,Bipolar_disorder,0.0883392226148409
1085,Hypertension,Bipolar_disorder,0.0883392226148409
1086,Bipolar_disorder,Hypertension,0.0883392226148409
1097,Sickle_Cell_Anemia,Bipolar_disorder,0.0879120879120879
1102,Sickle_Cell_Anemia,Hypertension,0.0879120879120879
1117,Anorexia_Nervosa,Bipolar_disorder,0.0871794871794871
1131,Polycystic_Kidney_Disease,Gender,0.0866141732283464
1133,Susceptibility_to_Infections,Bipolar_disorder,0.0865139949109414
1144,Glucocorticoid_Sensitivity,Anxiety_disorder,0.0857142857142857
1147,Celiac_Disease,Age,0.0854870775347912
1172,Obsessive-Compulsive_Disorder,Bipolar_disorder,0.0839694656488549
1175,Amyotrophic_Lateral_Sclerosis,Hypertension,0.0839231547017189
1180,Endometrioid_Cancer,Obesity,0.0838445807770961
1186,Psoriatic_Arthritis,Age,0.0837004405286343
1194,Atherosclerosis,Bipolar_disorder,0.0829817158931083
1197,Amyotrophic_Lateral_Sclerosis,Obesity,0.0828282828282828
1216,Ankylosing_Spondylitis,Bipolar_disorder,0.0822368421052631
1231,Huntingtons_Disease,Age,0.0815850815850815
1233,Huntingtons_Disease,Bipolar_disorder,0.0815850815850815
1234,Lung_Cancer,Bipolar_disorder,0.0814606741573033
1249,Pancreatic_Cancer,Bipolar_disorder,0.0807017543859649
1251,Osteoporosis,Bipolar_disorder,0.0805585392051557
1266,Psoriatic_Arthritis,Hypertension,0.0789473684210526
1271,Cardiovascular_Disease,Bipolar_disorder,0.0783938814531548
1273,Autism_spectrum_disorder_(ASD),Hypertension,0.0778443113772455
1280,Autism_spectrum_disorder_(ASD),Bipolar_disorder,0.0778443113772455
1296,Hepatitis,Bipolar_disorder,0.0769230769230769
1302,Autoinflammatory_Disorders,Bipolar_disorder,0.0769230769230769
1315,Autoinflammatory_Disorders,Hypertension,0.0769230769230769
1320,Prostate_Cancer,Bipolar_disorder,0.0769230769230769
1332,COVID-19,Bipolar_disorder,0.0763209393346379
1358,Stomach_Cancer,Hypertension,0.0743801652892562
1369,Huntingtons_Disease,Obesity,0.074074074074074
1380,Polycystic_Kidney_Disease,Hypertension,0.0739299610894941
1407,Hypertrophic_Cardiomyopathy,Gender,0.0712074303405572
1429,Celiac_Disease,Bipolar_disorder,0.0705882352941176
1430,Huntingtons_Disease,Anxiety_disorder,0.0704225352112676
1432,Anxiety_disorder,Bipolar_disorder,0.0704225352112676
1433,Bipolar_disorder,Anxiety_disorder,0.0704225352112676
1434,Anxiety_disorder,Gender,0.0704225352112676
1452,Peptic_ulcer_disease,Bipolar_disorder,0.0697674418604651
1479,Huntingtons_Disease,Gender,0.0691244239631336
1480,Amyotrophic_Lateral_Sclerosis,Gender,0.0687936191425722
1486,Endometriosis,Bipolar_disorder,0.0687022900763358
1491,Bladder_Cancer,Bipolar_disorder,0.0679611650485436
1500,Obsessive-Compulsive_Disorder,Obesity,0.0676691729323308
1509,Obsessive-Compulsive_Disorder,Hypertension,0.0676691729323308
1514,Crohns_Disease,Bipolar_disorder,0.0667678300455235
1520,Underweight,Gender,0.0666666666666666
1535,Essential_Thrombocythemia,Gender,0.0666666666666666
1546,Stomach_Cancer,Obesity,0.0655737704918032
1550,Head_and_Neck_Cancer,Bipolar_disorder,0.065359477124183
1562,Autism_spectrum_disorder_(ASD),Obesity,0.0650887573964497
1566,Psoriatic_Arthritis,Obesity,0.0649350649350649
1569,Hypertrophic_Cardiomyopathy,Hypertension,0.0646153846153846
1592,Amyotrophic_Lateral_Sclerosis,Bipolar_disorder,0.0634920634920634
1609,Colon_and_Rectal_Cancer,Bipolar_disorder,0.0627802690582959
1612,Alopecia,Bipolar_disorder,0.0618556701030927
1619,Huntingtons_Disease,Hypertension,0.0617848970251716
